Type,Region,Scale,PERIOD,Sales Price Index
Apartments,TheWholeCountry,Scale4,2022.06 Month,105.1595729
Apartments,TheWholeCountry,Scale4,2022.07 Month,104.9703214
Apartments,TheWholeCountry,Scale4,2022.08 Month,104.3424758
Apartments,TheWholeCountry,Scale4,2022.09 Month,103.4132623
Apartments,TheWholeCountry,Scale4,2022.10 Month,102.110746
Apartments,TheWholeCountry,Scale4,2022.11 Month,100.0013749
Apartments,TheWholeCountry,Scale4,2022.12 Month,96.89538148
Apartments,TheWholeCountry,Scale4,2023.01 Month,94.52380767
Apartments,TheWholeCountry,Scale4,2023.02 Month,92.68428165
Apartments,TheWholeCountry,Scale4,2023.03 Month,91.65551103
Apartments,TheWholeCountry,Scale4,2023.04 Month,91.12403254
Apartments,TheWholeCountry,Scale4,2023.05 Month,91.04419198
Apartments,TheWholeCountry,Scale4,2023.06 Month,91.18040376
Apartments,TheWholeCountry,Scale4,2023.07 Month,91.54277032
Apartments,TheWholeCountry,Scale4,2023.08 Month,91.91783822
Apartments,TheWholeCountry,Scale4,2023.09 Month,92.4378716
Apartments,TheWholeCountry,Scale4,2023.10 Month,92.79570995
Apartments,TheWholeCountry,Scale4,2023.11 Month,92.94458585
Apartments,TheWholeCountry,Scale4,2023.12 Month,92.90670196
Apartments,TheWholeCountry,Scale4,2024.01 Month,92.75215182
Apartments,TheWholeCountry,Scale4,2024.02 Month,92.60833745
Apartments,TheWholeCountry,Scale4,2024.03 Month,92.40987474
Apartments,TheWholeCountry,Scale4,2024.04 Month,92.25046318
Apartments,TheWholeCountry,Scale4,2024.05 Month,92.26443375
Apartments,TheWholeCountry,Scale4,2024.06 Month,92.34232787
Apartments,TheWholeCountry,Scale4,2024.07 Month,92.57006074
Apartments,TheWholeCountry,Scale4,2024.08 Month,92.94839792
Apartments,TheWholeCountry,Scale4,2024.09 Month,93.27391282
Apartments,TheWholeCountry,Scale4,2024.10 Month,93.45092088
Apartments,TheWholeCountry,Scale4,2024.11 Month,93.54726806
Apartments,TheWholeCountry,Scale4,2024.12 Month,93.54608825
Apartments,TheWholeCountry,Scale4,2025.01 Month,93.42392906
Apartments,TheWholeCountry,Scale4,2025.02 Month,93.3684711
Apartments,TheWholeCountry,Scale4,2025.03 Month,93.46725453
Apartments,TheWholeCountry,Scale5,2015.01 Month,78.66542259
Apartments,TheWholeCountry,Scale5,2015.02 Month,78.86732055
Apartments,TheWholeCountry,Scale5,2015.03 Month,79.13519934
Apartments,TheWholeCountry,Scale5,2015.04 Month,79.52814426
Apartments,TheWholeCountry,Scale5,2015.05 Month,79.8488759
Apartments,TheWholeCountry,Scale5,2015.06 Month,80.19083916
Apartments,TheWholeCountry,Scale5,2015.07 Month,80.42321164
Apartments,TheWholeCountry,Scale5,2015.08 Month,80.62155789
Apartments,TheWholeCountry,Scale5,2015.09 Month,80.90864204
Apartments,TheWholeCountry,Scale5,2015.10 Month,81.21651382
Apartments,TheWholeCountry,Scale5,2015.11 Month,81.46235061
Apartments,TheWholeCountry,Scale5,2015.12 Month,81.57141626
Apartments,TheWholeCountry,Scale5,2016.01 Month,81.58195414
Apartments,TheWholeCountry,Scale5,2016.02 Month,81.58080558
Apartments,TheWholeCountry,Scale5,2016.03 Month,81.55029348
Apartments,TheWholeCountry,Scale5,2016.04 Month,81.54282588
Apartments,TheWholeCountry,Scale5,2016.05 Month,81.56592608
Apartments,TheWholeCountry,Scale5,2016.06 Month,81.60684355
Apartments,TheWholeCountry,Scale5,2016.07 Month,81.65191152
Apartments,TheWholeCountry,Scale5,2016.08 Month,81.69837128
Apartments,TheWholeCountry,Scale5,2016.09 Month,81.77494405
Apartments,TheWholeCountry,Scale5,2016.10 Month,81.93828179
Apartments,TheWholeCountry,Scale5,2016.11 Month,82.08984009
Apartments,TheWholeCountry,Scale5,2016.12 Month,82.10489196
Apartments,TheWholeCountry,Scale5,2017.01 Month,82.07650781
Apartments,TheWholeCountry,Scale5,2017.02 Month,82.07381578
Apartments,TheWholeCountry,Scale5,2017.03 Month,82.07672291
Apartments,TheWholeCountry,Scale5,2017.04 Month,82.11542949
Apartments,TheWholeCountry,Scale5,2017.05 Month,82.15495645
Apartments,TheWholeCountry,Scale5,2017.06 Month,82.31464763
Apartments,TheWholeCountry,Scale5,2017.07 Month,82.43451641
Apartments,TheWholeCountry,Scale5,2017.08 Month,82.60712492
Apartments,TheWholeCountry,Scale5,2017.09 Month,82.68889453
Apartments,TheWholeCountry,Scale5,2017.10 Month,82.75378129
Apartments,TheWholeCountry,Scale5,2017.11 Month,82.83952802
Apartments,TheWholeCountry,Scale5,2017.12 Month,83.00138332
Apartments,TheWholeCountry,Scale5,2018.01 Month,83.31335771
Apartments,TheWholeCountry,Scale5,2018.02 Month,83.76454388
Apartments,TheWholeCountry,Scale5,2018.03 Month,84.00650909
Apartments,TheWholeCountry,Scale5,2018.04 Month,84.1180039
Apartments,TheWholeCountry,Scale5,2018.05 Month,84.19455732
Apartments,TheWholeCountry,Scale5,2018.06 Month,84.22894599
Apartments,TheWholeCountry,Scale5,2018.07 Month,84.22320106
Apartments,TheWholeCountry,Scale5,2018.08 Month,84.37030261
Apartments,TheWholeCountry,Scale5,2018.09 Month,84.7957058
Apartments,TheWholeCountry,Scale5,2018.10 Month,85.06001199
Apartments,TheWholeCountry,Scale5,2018.11 Month,85.18438897
Apartments,TheWholeCountry,Scale5,2018.12 Month,85.20335458
Apartments,TheWholeCountry,Scale5,2019.01 Month,85.07940431
Apartments,TheWholeCountry,Scale5,2019.02 Month,84.93489936
Apartments,TheWholeCountry,Scale5,2019.03 Month,84.7762023
Apartments,TheWholeCountry,Scale5,2019.04 Month,84.59986652
Apartments,TheWholeCountry,Scale5,2019.05 Month,84.46280459
Apartments,TheWholeCountry,Scale5,2019.06 Month,84.33599265
Apartments,TheWholeCountry,Scale5,2019.07 Month,84.25347566
Apartments,TheWholeCountry,Scale5,2019.08 Month,84.24652409
Apartments,TheWholeCountry,Scale5,2019.09 Month,84.32160319
Apartments,TheWholeCountry,Scale5,2019.10 Month,84.58065623
Apartments,TheWholeCountry,Scale5,2019.11 Month,84.91416174
Apartments,TheWholeCountry,Scale5,2019.12 Month,85.4605552
Apartments,TheWholeCountry,Scale5,2020.01 Month,85.9005126
Apartments,TheWholeCountry,Scale5,2020.02 Month,86.32183608
Apartments,TheWholeCountry,Scale5,2020.03 Month,86.9673564
Apartments,TheWholeCountry,Scale5,2020.04 Month,87.31805169
Apartments,TheWholeCountry,Scale5,2020.05 Month,87.48617244
Apartments,TheWholeCountry,Scale5,2020.06 Month,88.12473901
Apartments,TheWholeCountry,Scale5,2020.07 Month,89.02074161
Apartments,TheWholeCountry,Scale5,2020.08 Month,89.69012096
Apartments,TheWholeCountry,Scale5,2020.09 Month,90.29534742
Apartments,TheWholeCountry,Scale5,2020.10 Month,90.79409419
Apartments,TheWholeCountry,Scale5,2020.11 Month,91.77273945
Apartments,TheWholeCountry,Scale5,2020.12 Month,93.24502048
Apartments,TheWholeCountry,Scale5,2021.01 Month,94.35151617
Apartments,TheWholeCountry,Scale5,2021.02 Month,95.6531003
Apartments,TheWholeCountry,Scale5,2021.03 Month,96.64662937
Apartments,TheWholeCountry,Scale5,2021.04 Month,97.57991451
Apartments,TheWholeCountry,Scale5,2021.05 Month,98.5445746
Apartments,TheWholeCountry,Scale5,2021.06 Month,100
Apartments,TheWholeCountry,Scale5,2021.07 Month,101.0724796
Apartments,TheWholeCountry,Scale5,2021.08 Month,102.204472
Apartments,TheWholeCountry,Scale5,2021.09 Month,103.1646874
Apartments,TheWholeCountry,Scale5,2021.10 Month,104.2268733
Apartments,TheWholeCountry,Scale5,2021.11 Month,105.0017783
Apartments,TheWholeCountry,Scale5,2021.12 Month,105.3455877
Apartments,TheWholeCountry,Scale5,2022.01 Month,105.4409307
Apartments,TheWholeCountry,Scale5,2022.02 Month,105.4689653
Apartments,TheWholeCountry,Scale5,2022.03 Month,105.4865305
Apartments,TheWholeCountry,Scale5,2022.04 Month,105.5418381
Apartments,TheWholeCountry,Scale5,2022.05 Month,105.5677931
Apartments,TheWholeCountry,Scale5,2022.06 Month,105.5549128
Apartments,TheWholeCountry,Scale5,2022.07 Month,105.4384829
Apartments,TheWholeCountry,Scale5,2022.08 Month,105.0694274
Apartments,TheWholeCountry,Scale5,2022.09 Month,104.4532413
Apartments,TheWholeCountry,Scale5,2022.10 Month,103.485192
Apartments,TheWholeCountry,Scale5,2022.11 Month,101.7926117
Apartments,TheWholeCountry,Scale5,2022.12 Month,99.24993523
Apartments,TheWholeCountry,Scale5,2023.01 Month,97.5357285
Apartments,TheWholeCountry,Scale5,2023.02 Month,96.13890403
Apartments,TheWholeCountry,Scale5,2023.03 Month,95.11544144
Apartments,TheWholeCountry,Scale5,2023.04 Month,94.50696743
Apartments,TheWholeCountry,Scale5,2023.05 Month,94.26252703
Apartments,TheWholeCountry,Scale5,2023.06 Month,94.11454868
Apartments,TheWholeCountry,Scale5,2023.07 Month,94.10697016
Apartments,TheWholeCountry,Scale5,2023.08 Month,94.27122792
Apartments,TheWholeCountry,Scale5,2023.09 Month,94.56885082
Apartments,TheWholeCountry,Scale5,2023.10 Month,94.80308875
Apartments,TheWholeCountry,Scale5,2023.11 Month,94.85147998
Apartments,TheWholeCountry,Scale5,2023.12 Month,94.75498923
Apartments,TheWholeCountry,Scale5,2024.01 Month,94.60889619
Apartments,TheWholeCountry,Scale5,2024.02 Month,94.40940055
Apartments,TheWholeCountry,Scale5,2024.03 Month,94.19211005
Apartments,TheWholeCountry,Scale5,2024.04 Month,94.11970721
Apartments,TheWholeCountry,Scale5,2024.05 Month,94.10429114
Apartments,TheWholeCountry,Scale5,2024.06 Month,94.14132735
Apartments,TheWholeCountry,Scale5,2024.07 Month,94.35387471
Apartments,TheWholeCountry,Scale5,2024.08 Month,94.68012812
Apartments,TheWholeCountry,Scale5,2024.09 Month,94.92365495
Apartments,TheWholeCountry,Scale5,2024.10 Month,95.04885363
Apartments,TheWholeCountry,Scale5,2024.11 Month,95.07902298
Apartments,TheWholeCountry,Scale5,2024.12 Month,95.02080641
Apartments,TheWholeCountry,Scale5,2025.01 Month,94.97424639
Apartments,TheWholeCountry,Scale5,2025.02 Month,94.93465442
Apartments,TheWholeCountry,Scale5,2025.03 Month,95.03014253
Apartments,TheWholeCountry,Scale6,2015.01 Month,79.74291966
Apartments,TheWholeCountry,Scale6,2015.02 Month,79.87480523
Apartments,TheWholeCountry,Scale6,2015.03 Month,80.16441022
Apartments,TheWholeCountry,Scale6,2015.04 Month,80.47879986
Apartments,TheWholeCountry,Scale6,2015.05 Month,80.67835004
Apartments,TheWholeCountry,Scale6,2015.06 Month,80.95498565
Apartments,TheWholeCountry,Scale6,2015.07 Month,81.13158909
Apartments,TheWholeCountry,Scale6,2015.08 Month,81.25005091
Apartments,TheWholeCountry,Scale6,2015.09 Month,81.47306314
Apartments,TheWholeCountry,Scale6,2015.10 Month,81.66028902
Apartments,TheWholeCountry,Scale6,2015.11 Month,81.86608671
Apartments,TheWholeCountry,Scale6,2015.12 Month,81.91794618
Apartments,TheWholeCountry,Scale6,2016.01 Month,81.90801937
Apartments,TheWholeCountry,Scale6,2016.02 Month,81.88281382
Apartments,TheWholeCountry,Scale6,2016.03 Month,81.85731254
Apartments,TheWholeCountry,Scale6,2016.04 Month,81.80106237
Apartments,TheWholeCountry,Scale6,2016.05 Month,81.81003103
Apartments,TheWholeCountry,Scale6,2016.06 Month,81.85288524
Apartments,TheWholeCountry,Scale6,2016.07 Month,81.92604254
Apartments,TheWholeCountry,Scale6,2016.08 Month,81.97939125
Apartments,TheWholeCountry,Scale6,2016.09 Month,82.07485113
Apartments,TheWholeCountry,Scale6,2016.10 Month,82.29001952
Apartments,TheWholeCountry,Scale6,2016.11 Month,82.40166183
Apartments,TheWholeCountry,Scale6,2016.12 Month,82.43373283
Apartments,TheWholeCountry,Scale6,2017.01 Month,82.40767945
Apartments,TheWholeCountry,Scale6,2017.02 Month,82.38941424
Apartments,TheWholeCountry,Scale6,2017.03 Month,82.43069986
Apartments,TheWholeCountry,Scale6,2017.04 Month,82.53972331
Apartments,TheWholeCountry,Scale6,2017.05 Month,82.67088684
Apartments,TheWholeCountry,Scale6,2017.06 Month,82.88801243
Apartments,TheWholeCountry,Scale6,2017.07 Month,83.02329668
Apartments,TheWholeCountry,Scale6,2017.08 Month,83.27461474
Apartments,TheWholeCountry,Scale6,2017.09 Month,83.34390401
Apartments,TheWholeCountry,Scale6,2017.10 Month,83.421112
Apartments,TheWholeCountry,Scale6,2017.11 Month,83.52439282
Apartments,TheWholeCountry,Scale6,2017.12 Month,83.83038246
Apartments,TheWholeCountry,Scale6,2018.01 Month,84.35332843
Apartments,TheWholeCountry,Scale6,2018.02 Month,85.00767814
Apartments,TheWholeCountry,Scale6,2018.03 Month,85.25692361
Apartments,TheWholeCountry,Scale6,2018.04 Month,85.48672732
Apartments,TheWholeCountry,Scale6,2018.05 Month,85.62698816
Apartments,TheWholeCountry,Scale6,2018.06 Month,85.71448355
Apartments,TheWholeCountry,Scale6,2018.07 Month,85.73820357
Apartments,TheWholeCountry,Scale6,2018.08 Month,85.77720141
Apartments,TheWholeCountry,Scale6,2018.09 Month,86.31797274
Apartments,TheWholeCountry,Scale6,2018.10 Month,86.59279086
Apartments,TheWholeCountry,Scale6,2018.11 Month,86.74736995
Apartments,TheWholeCountry,Scale6,2018.12 Month,86.80809573
Apartments,TheWholeCountry,Scale6,2019.01 Month,86.68092585
Apartments,TheWholeCountry,Scale6,2019.02 Month,86.54681833
Apartments,TheWholeCountry,Scale6,2019.03 Month,86.43730417
Apartments,TheWholeCountry,Scale6,2019.04 Month,86.27964309
Apartments,TheWholeCountry,Scale6,2019.05 Month,86.2048109
Apartments,TheWholeCountry,Scale6,2019.06 Month,86.11420933
Apartments,TheWholeCountry,Scale6,2019.07 Month,86.03784653
Apartments,TheWholeCountry,Scale6,2019.08 Month,86.06824088
Apartments,TheWholeCountry,Scale6,2019.09 Month,86.1842208
Apartments,TheWholeCountry,Scale6,2019.10 Month,86.43459042
Apartments,TheWholeCountry,Scale6,2019.11 Month,86.86433721
Apartments,TheWholeCountry,Scale6,2019.12 Month,87.53458383
Apartments,TheWholeCountry,Scale6,2020.01 Month,87.93539853
Apartments,TheWholeCountry,Scale6,2020.02 Month,88.24685275
Apartments,TheWholeCountry,Scale6,2020.03 Month,88.69849369
Apartments,TheWholeCountry,Scale6,2020.04 Month,88.87742198
Apartments,TheWholeCountry,Scale6,2020.05 Month,88.90952711
Apartments,TheWholeCountry,Scale6,2020.06 Month,89.38420152
Apartments,TheWholeCountry,Scale6,2020.07 Month,90.19686714
Apartments,TheWholeCountry,Scale6,2020.08 Month,90.77955515
Apartments,TheWholeCountry,Scale6,2020.09 Month,91.42189288
Apartments,TheWholeCountry,Scale6,2020.10 Month,92.02584961
Apartments,TheWholeCountry,Scale6,2020.11 Month,92.8699308
Apartments,TheWholeCountry,Scale6,2020.12 Month,94.09820455
Apartments,TheWholeCountry,Scale6,2021.01 Month,95.02136219
Apartments,TheWholeCountry,Scale6,2021.02 Month,96.122863
Apartments,TheWholeCountry,Scale6,2021.03 Month,96.8023631
Apartments,TheWholeCountry,Scale6,2021.04 Month,97.64508011
Apartments,TheWholeCountry,Scale6,2021.05 Month,98.49005148
Apartments,TheWholeCountry,Scale6,2021.06 Month,100
Apartments,TheWholeCountry,Scale6,2021.07 Month,100.89376
Apartments,TheWholeCountry,Scale6,2021.08 Month,101.9675528
Apartments,TheWholeCountry,Scale6,2021.09 Month,102.988695
Apartments,TheWholeCountry,Scale6,2021.10 Month,103.9084612
Apartments,TheWholeCountry,Scale6,2021.11 Month,104.7722729
Apartments,TheWholeCountry,Scale6,2021.12 Month,105.1775912
Apartments,TheWholeCountry,Scale6,2022.01 Month,105.3356339
Apartments,TheWholeCountry,Scale6,2022.02 Month,105.3835509
Apartments,TheWholeCountry,Scale6,2022.03 Month,105.4339799
Apartments,TheWholeCountry,Scale6,2022.04 Month,105.6260585
Apartments,TheWholeCountry,Scale6,2022.05 Month,105.8039663
Apartments,TheWholeCountry,Scale6,2022.06 Month,105.8352575
Apartments,TheWholeCountry,Scale6,2022.07 Month,105.756537
Apartments,TheWholeCountry,Scale6,2022.08 Month,105.5837157
Apartments,TheWholeCountry,Scale6,2022.09 Month,105.1672853
Apartments,TheWholeCountry,Scale6,2022.10 Month,104.4902977
Apartments,TheWholeCountry,Scale6,2022.11 Month,103.2275674
Apartments,TheWholeCountry,Scale6,2022.12 Month,101.2216507
Apartments,TheWholeCountry,Scale6,2023.01 Month,99.88322912
Apartments,TheWholeCountry,Scale6,2023.02 Month,98.76399281
Apartments,TheWholeCountry,Scale6,2023.03 Month,97.91713818
Apartments,TheWholeCountry,Scale6,2023.04 Month,97.36465367
Apartments,TheWholeCountry,Scale6,2023.05 Month,97.12259527
Apartments,TheWholeCountry,Scale6,2023.06 Month,97.1132229
Apartments,TheWholeCountry,Scale6,2023.07 Month,97.18225952
Apartments,TheWholeCountry,Scale6,2023.08 Month,97.36733072
Apartments,TheWholeCountry,Scale6,2023.09 Month,97.64674395
Apartments,TheWholeCountry,Scale6,2023.10 Month,97.9358655
Apartments,TheWholeCountry,Scale6,2023.11 Month,98.03913954
Apartments,TheWholeCountry,Scale6,2023.12 Month,98.00122584
Apartments,TheWholeCountry,Scale6,2024.01 Month,97.85666622
Apartments,TheWholeCountry,Scale6,2024.02 Month,97.70114657
Apartments,TheWholeCountry,Scale6,2024.03 Month,97.56432284
Apartments,TheWholeCountry,Scale6,2024.04 Month,97.56404928
Apartments,TheWholeCountry,Scale6,2024.05 Month,97.58105636
Apartments,TheWholeCountry,Scale6,2024.06 Month,97.65889637
Apartments,TheWholeCountry,Scale6,2024.07 Month,97.90248052
Apartments,TheWholeCountry,Scale6,2024.08 Month,98.30936177
Apartments,TheWholeCountry,Scale6,2024.09 Month,98.68743036
Apartments,TheWholeCountry,Scale6,2024.10 Month,98.90970994
Apartments,TheWholeCountry,Scale6,2024.11 Month,99.02213897
Apartments,TheWholeCountry,Scale6,2024.12 Month,99.1140249
Apartments,TheWholeCountry,Scale6,2025.01 Month,99.05961185
Apartments,TheWholeCountry,Scale6,2025.02 Month,99.10543261
Apartments,TheWholeCountry,Scale6,2025.03 Month,99.34740853
Apartments,SeoulMetropolitanArea,Scale1,2017.11 Month,90.02980826
Apartments,SeoulMetropolitanArea,Scale1,2017.12 Month,90.24356916
Apartments,SeoulMetropolitanArea,Scale1,2018.01 Month,90.42205394
Apartments,SeoulMetropolitanArea,Scale1,2018.02 Month,90.68427039
Apartments,SeoulMetropolitanArea,Scale1,2018.03 Month,90.91812987
Apartments,SeoulMetropolitanArea,Scale1,2018.04 Month,90.99407542
Apartments,SeoulMetropolitanArea,Scale1,2018.05 Month,90.94262952
Apartments,SeoulMetropolitanArea,Scale1,2018.06 Month,90.78786969
Apartments,SeoulMetropolitanArea,Scale1,2018.07 Month,90.7757887
Apartments,SeoulMetropolitanArea,Scale1,2018.08 Month,90.75210671
Apartments,SeoulMetropolitanArea,Scale1,2018.09 Month,91.30590157
Apartments,SeoulMetropolitanArea,Scale1,2018.10 Month,91.68673832
Apartments,SeoulMetropolitanArea,Scale1,2018.11 Month,91.6930007
Apartments,SeoulMetropolitanArea,Scale1,2018.12 Month,91.46401217
Apartments,SeoulMetropolitanArea,Scale1,2019.01 Month,91.14882609
Apartments,SeoulMetropolitanArea,Scale1,2019.02 Month,90.96140639
Apartments,SeoulMetropolitanArea,Scale1,2019.03 Month,90.65430369
Apartments,SeoulMetropolitanArea,Scale1,2019.04 Month,90.10697793
Apartments,SeoulMetropolitanArea,Scale1,2019.05 Month,89.76720529
Apartments,SeoulMetropolitanArea,Scale1,2019.06 Month,89.66049365
Apartments,SeoulMetropolitanArea,Scale1,2019.07 Month,89.45278881
Apartments,SeoulMetropolitanArea,Scale1,2019.08 Month,89.26959025
Apartments,SeoulMetropolitanArea,Scale1,2019.09 Month,89.2348326
Apartments,SeoulMetropolitanArea,Scale1,2019.10 Month,89.28304117
Apartments,SeoulMetropolitanArea,Scale1,2019.11 Month,89.46281304
Apartments,SeoulMetropolitanArea,Scale1,2019.12 Month,89.94190578
Apartments,SeoulMetropolitanArea,Scale1,2020.01 Month,90.12057327
Apartments,SeoulMetropolitanArea,Scale1,2020.02 Month,90.26266402
Apartments,SeoulMetropolitanArea,Scale1,2020.03 Month,91.04123941
Apartments,SeoulMetropolitanArea,Scale1,2020.04 Month,91.36968987
Apartments,SeoulMetropolitanArea,Scale1,2020.05 Month,91.4220276
Apartments,SeoulMetropolitanArea,Scale1,2020.06 Month,92.03395276
Apartments,SeoulMetropolitanArea,Scale1,2020.07 Month,92.7981352
