"Type","Region","PERIOD","Sales Price Index",
"Row Houses","Dongbu1-kwon","2024.04 Month","97.93712647",
"Row Houses","Dongbu1-kwon","2024.05 Month","97.70690668",
"Row Houses","Dongbu1-kwon","2024.06 Month","97.5978856",
"Row Houses","Dongbu1-kwon","2024.07 Month","97.60420973",
"Row Houses","Dongbu1-kwon","2024.08 Month","97.71292181",
"Row Houses","Dongbu1-kwon","2024.09 Month","97.83964114",
"Row Houses","Dongbu1-kwon","2024.10 Month","97.91168094",
"Row Houses","Dongbu1-kwon","2024.11 Month","97.82691608",
"Row Houses","Dongbu1-kwon","2024.12 Month","97.68710665",
"Row Houses","Dongbu1-kwon","2025.01 Month","97.60761558",
"Row Houses","Dongbu1-kwon","2025.02 Month","97.53195616",
"Row Houses","Dongbu1-kwon","2025.03 Month","97.43943699",
"Row Houses","Dongbu2-kwon","2020.12 Month","99.43979219",
"Row Houses","Dongbu2-kwon","2021.01 Month","99.47173364",
"Row Houses","Dongbu2-kwon","2021.02 Month","99.53883048",
"Row Houses","Dongbu2-kwon","2021.03 Month","99.61769696",
"Row Houses","Dongbu2-kwon","2021.04 Month","99.70463677",
"Row Houses","Dongbu2-kwon","2021.05 Month","99.83629483",
"Row Houses","Dongbu2-kwon","2021.06 Month","100",
"Row Houses","Dongbu2-kwon","2021.07 Month","100.211299",
"Row Houses","Dongbu2-kwon","2021.08 Month","100.5722823",
"Row Houses","Dongbu2-kwon","2021.09 Month","101.149623",
"Row Houses","Dongbu2-kwon","2021.10 Month","101.3280213",
"Row Houses","Dongbu2-kwon","2021.11 Month","101.7615251",
"Row Houses","Dongbu2-kwon","2021.12 Month","102.1394817",
"Row Houses","Dongbu2-kwon","2022.01 Month","102.3950116",
"Row Houses","Dongbu2-kwon","2022.02 Month","102.6121112",
"Row Houses","Dongbu2-kwon","2022.03 Month","102.800932",
"Row Houses","Dongbu2-kwon","2022.04 Month","103.0568801",
"Row Houses","Dongbu2-kwon","2022.05 Month","103.252179",
"Row Houses","Dongbu2-kwon","2022.06 Month","103.3727378",
"Row Houses","Dongbu2-kwon","2022.07 Month","103.524663",
"Row Houses","Dongbu2-kwon","2022.08 Month","103.6862196",
"Row Houses","Dongbu2-kwon","2022.09 Month","103.6604362",
"Row Houses","Dongbu2-kwon","2022.10 Month","103.5471819",
"Row Houses","Dongbu2-kwon","2022.11 Month","103.2848125",
"Row Houses","Dongbu2-kwon","2022.12 Month","101.4828715",
"Row Houses","Dongbu2-kwon","2023.01 Month","100.6200654",
"Row Houses","Dongbu2-kwon","2023.02 Month","100.0676828",
"Row Houses","Dongbu2-kwon","2023.03 Month","99.88613541",
"Row Houses","Dongbu2-kwon","2023.04 Month","99.70089174",
"Row Houses","Dongbu2-kwon","2023.05 Month","99.50694108",
"Row Houses","Dongbu2-kwon","2023.06 Month","99.51196658",
"Row Houses","Dongbu2-kwon","2023.07 Month","99.24194533",
"Row Houses","Dongbu2-kwon","2023.08 Month","99.18845723",
"Row Houses","Dongbu2-kwon","2023.09 Month","99.13611437",
"Row Houses","Dongbu2-kwon","2023.10 Month","99.14878327",
"Row Houses","Dongbu2-kwon","2023.11 Month","99.10440142",
"Row Houses","Dongbu2-kwon","2023.12 Month","98.94963709",
"Row Houses","Dongbu2-kwon","2024.01 Month","98.81748625",
"Row Houses","Dongbu2-kwon","2024.02 Month","98.6573871",
"Row Houses","Dongbu2-kwon","2024.03 Month","98.5069131",
"Row Houses","Dongbu2-kwon","2024.04 Month","98.39098952",
"Row Houses","Dongbu2-kwon","2024.05 Month","98.18918672",
"Row Houses","Dongbu2-kwon","2024.06 Month","98.14228455",
"Row Houses","Dongbu2-kwon","2024.07 Month","98.23929365",
"Row Houses","Dongbu2-kwon","2024.08 Month","98.41111737",
"Row Houses","Dongbu2-kwon","2024.09 Month","98.48081049",
"Row Houses","Dongbu2-kwon","2024.10 Month","98.62703248",
"Row Houses","Dongbu2-kwon","2024.11 Month","98.62817949",
"Row Houses","Dongbu2-kwon","2024.12 Month","98.54394255",
"Row Houses","Dongbu2-kwon","2025.01 Month","98.43500924",
"Row Houses","Dongbu2-kwon","2025.02 Month","98.39688653",
"Row Houses","Dongbu2-kwon","2025.03 Month","98.21810272",
"Row Houses","Gyeongui-kwon","2020.12 Month","98.75290842",
"Row Houses","Gyeongui-kwon","2021.01 Month","98.90076082",
"Row Houses","Gyeongui-kwon","2021.02 Month","99.19589648",
"Row Houses","Gyeongui-kwon","2021.03 Month","99.42863612",
"Row Houses","Gyeongui-kwon","2021.04 Month","99.64531084",
"Row Houses","Gyeongui-kwon","2021.05 Month","99.78586995",
"Row Houses","Gyeongui-kwon","2021.06 Month","100",
"Row Houses","Gyeongui-kwon","2021.07 Month","100.1244616",
"Row Houses","Gyeongui-kwon","2021.08 Month","100.6643036",
"Row Houses","Gyeongui-kwon","2021.09 Month","101.4916184",
"Row Houses","Gyeongui-kwon","2021.10 Month","101.9751534",
"Row Houses","Gyeongui-kwon","2021.11 Month","102.3748623",
"Row Houses","Gyeongui-kwon","2021.12 Month","102.6760723",
"Row Houses","Gyeongui-kwon","2022.01 Month","102.8821669",
"Row Houses","Gyeongui-kwon","2022.02 Month","102.8034464",
"Row Houses","Gyeongui-kwon","2022.03 Month","102.7898363",
"Row Houses","Gyeongui-kwon","2022.04 Month","102.8632281",
"Row Houses","Gyeongui-kwon","2022.05 Month","102.8790165",
"Row Houses","Gyeongui-kwon","2022.06 Month","103.1907868",
"Row Houses","Gyeongui-kwon","2022.07 Month","103.3932408",
"Row Houses","Gyeongui-kwon","2022.08 Month","103.516965",
"Row Houses","Gyeongui-kwon","2022.09 Month","103.2605577",
"Row Houses","Gyeongui-kwon","2022.10 Month","102.8350113",
"Row Houses","Gyeongui-kwon","2022.11 Month","101.9440997",
"Row Houses","Gyeongui-kwon","2022.12 Month","101.1188651",
"Row Houses","Gyeongui-kwon","2023.01 Month","100.6369134",
"Row Houses","Gyeongui-kwon","2023.02 Month","100.0142976",
"Row Houses","Gyeongui-kwon","2023.03 Month","99.56630984",
"Row Houses","Gyeongui-kwon","2023.04 Month","99.38051151",
"Row Houses","Gyeongui-kwon","2023.05 Month","98.56124298",
"Row Houses","Gyeongui-kwon","2023.06 Month","98.22080483",
"Row Houses","Gyeongui-kwon","2023.07 Month","97.93998401",
"Row Houses","Gyeongui-kwon","2023.08 Month","97.80341943",
"Row Houses","Gyeongui-kwon","2023.09 Month","97.6771495",
"Row Houses","Gyeongui-kwon","2023.10 Month","97.59062997",
"Row Houses","Gyeongui-kwon","2023.11 Month","97.44974092",
"Row Houses","Gyeongui-kwon","2023.12 Month","97.28911114",
"Row Houses","Gyeongui-kwon","2024.01 Month","97.14466427",
"Row Houses","Gyeongui-kwon","2024.02 Month","96.89586511",
"Row Houses","Gyeongui-kwon","2024.03 Month","96.69971935",
"Row Houses","Gyeongui-kwon","2024.04 Month","96.46962136",
"Row Houses","Gyeongui-kwon","2024.05 Month","96.25041285",
"Row Houses","Gyeongui-kwon","2024.06 Month","96.171352",
"Row Houses","Gyeongui-kwon","2024.07 Month","96.05908781",
"Row Houses","Gyeongui-kwon","2024.08 Month","96.08053682",
"Row Houses","Gyeongui-kwon","2024.09 Month","96.14468111",
"Row Houses","Gyeongui-kwon","2024.10 Month","96.04865894",
"Row Houses","Gyeongui-kwon","2024.11 Month","96.05056524",
"Row Houses","Gyeongui-kwon","2024.12 Month","95.98367855",
"Row Houses","Gyeongui-kwon","2025.01 Month","95.81483804",
"Row Houses","Gyeongui-kwon","2025.02 Month","95.68512191",
"Row Houses","Gyeongui-kwon","2025.03 Month","95.61252233",
"Row Houses","Gyeongwon-kwon","2020.12 Month","98.48331759",
"Row Houses","Gyeongwon-kwon","2021.01 Month","98.67690342",
"Row Houses","Gyeongwon-kwon","2021.02 Month","98.95717386",
"Row Houses","Gyeongwon-kwon","2021.03 Month","99.19321489",
"Row Houses","Gyeongwon-kwon","2021.04 Month","99.40383379",
"Row Houses","Gyeongwon-kwon","2021.05 Month","99.6352469",
"Row Houses","Gyeongwon-kwon","2021.06 Month","100",
"Row Houses","Gyeongwon-kwon","2021.07 Month","100.243709",
"Row Houses","Gyeongwon-kwon","2021.08 Month","100.2807138",
"Row Houses","Gyeongwon-kwon","2021.09 Month","100.4661833",
"Row Houses","Gyeongwon-kwon","2021.10 Month","100.5593383",
"Row Houses","Gyeongwon-kwon","2021.11 Month","100.7545569",
"Row Houses","Gyeongwon-kwon","2021.12 Month","100.9180605",
"Row Houses","Gyeongwon-kwon","2022.01 Month","100.9177824",
"Row Houses","Gyeongwon-kwon","2022.02 Month","100.8898178",
"Row Houses","Gyeongwon-kwon","2022.03 Month","100.850045",
"Row Houses","Gyeongwon-kwon","2022.04 Month","100.7809983",
"Row Houses","Gyeongwon-kwon","2022.05 Month","100.6701247",
"Row Houses","Gyeongwon-kwon","2022.06 Month","100.5748623",
"Row Houses","Gyeongwon-kwon","2022.07 Month","100.5231297",
"Row Houses","Gyeongwon-kwon","2022.08 Month","100.8880844",
"Row Houses","Gyeongwon-kwon","2022.09 Month","100.6421414",
"Row Houses","Gyeongwon-kwon","2022.10 Month","100.7458147",
"Row Houses","Gyeongwon-kwon","2022.11 Month","100.6696794",
"Row Houses","Gyeongwon-kwon","2022.12 Month","99.61130601",
"Row Houses","Gyeongwon-kwon","2023.01 Month","99.31530628",
"Row Houses","Gyeongwon-kwon","2023.02 Month","99.14763346",
"Row Houses","Gyeongwon-kwon","2023.03 Month","98.89745811",
"Row Houses","Gyeongwon-kwon","2023.04 Month","98.79349754",
"Row Houses","Gyeongwon-kwon","2023.05 Month","98.32032914",
"Row Houses","Gyeongwon-kwon","2023.06 Month","98.15300346",
"Row Houses","Gyeongwon-kwon","2023.07 Month","97.888178",
"Row Houses","Gyeongwon-kwon","2023.08 Month","97.63537269",
"Row Houses","Gyeongwon-kwon","2023.09 Month","97.66662033",
"Row Houses","Gyeongwon-kwon","2023.10 Month","97.45420802",
"Row Houses","Gyeongwon-kwon","2023.11 Month","97.27594145",
"Row Houses","Gyeongwon-kwon","2023.12 Month","97.1332923",
"Row Houses","Gyeongwon-kwon","2024.01 Month","96.87780717",
"Row Houses","Gyeongwon-kwon","2024.02 Month","96.76203199",
"Row Houses","Gyeongwon-kwon","2024.03 Month","96.67354775",
"Row Houses","Gyeongwon-kwon","2024.04 Month","96.48327779",
"Row Houses","Gyeongwon-kwon","2024.05 Month","96.19510388",
"Row Houses","Gyeongwon-kwon","2024.06 Month","96.25462288",
"Row Houses","Gyeongwon-kwon","2024.07 Month","96.31358968",
"Row Houses","Gyeongwon-kwon","2024.08 Month","96.32943975",
"Row Houses","Gyeongwon-kwon","2024.09 Month","96.27824088",
"Row Houses","Gyeongwon-kwon","2024.10 Month","96.19572301",
"Row Houses","Gyeongwon-kwon","2024.11 Month","96.22663104",
"Row Houses","Gyeongwon-kwon","2024.12 Month","96.09996349",
"Row Houses","Gyeongwon-kwon","2025.01 Month","96.02133417",
"Row Houses","Gyeongwon-kwon","2025.02 Month","95.91485456",
"Row Houses","Gyeongwon-kwon","2025.03 Month","95.78352262",
"Row Houses","Incheon","2020.12 Month","98.87992177",
"Row Houses","Incheon","2021.01 Month","99.01022793",
"Row Houses","Incheon","2021.02 Month","99.19284137",
"Row Houses","Incheon","2021.03 Month","99.41483138",
"Row Houses","Incheon","2021.04 Month","99.63035212",
"Row Houses","Incheon","2021.05 Month","99.68216591",
"Row Houses","Incheon","2021.06 Month","100",
"Row Houses","Incheon","2021.07 Month","100.1648801",
"Row Houses","Incheon","2021.08 Month","100.4929752",
"Row Houses","Incheon","2021.09 Month","101.1931732",
"Row Houses","Incheon","2021.10 Month","101.9299331",
"Row Houses","Incheon","2021.11 Month","102.4464774",
"Row Houses","Incheon","2021.12 Month","102.8416709",
"Row Houses","Incheon","2022.01 Month","102.9425111",
"Row Houses","Incheon","2022.02 Month","103.0814186",
"Row Houses","Incheon","2022.03 Month","103.1294747",
"Row Houses","Incheon","2022.04 Month","103.2292313",
"Row Houses","Incheon","2022.05 Month","103.1143168",
"Row Houses","Incheon","2022.06 Month","103.0998349",
"Row Houses","Incheon","2022.07 Month","102.9626406",
"Row Houses","Incheon","2022.08 Month","102.7642705",
"Row Houses","Incheon","2022.09 Month","102.4562977",
"Row Houses","Incheon","2022.10 Month","102.1805789",
"Row Houses","Incheon","2022.11 Month","101.2808955",
"Row Houses","Incheon","2022.12 Month","100.3255545",
"Row Houses","Incheon","2023.01 Month","99.97572104",
"Row Houses","Incheon","2023.02 Month","99.7463702",
"Row Houses","Incheon","2023.03 Month","99.44969088",
"Row Houses","Incheon","2023.04 Month","99.17900046",
"Row Houses","Incheon","2023.05 Month","98.71120986",
"Row Houses","Incheon","2023.06 Month","98.54915774",
"Row Houses","Incheon","2023.07 Month","98.47409333",
"Row Houses","Incheon","2023.08 Month","98.50942027",
"Row Houses","Incheon","2023.09 Month","98.47066376",
"Row Houses","Incheon","2023.10 Month","98.34529587",
"Row Houses","Incheon","2023.11 Month","98.03714809",
"Row Houses","Incheon","2023.12 Month","97.53523809",
"Row Houses","Incheon","2024.01 Month","97.35619985",
"Row Houses","Incheon","2024.02 Month","97.33534494",
"Row Houses","Incheon","2024.03 Month","97.29297766",
"Row Houses","Incheon","2024.04 Month","97.0356955",
"Row Houses","Incheon","2024.05 Month","96.91905536",
"Row Houses","Incheon","2024.06 Month","96.79993072",
"Row Houses","Incheon","2024.07 Month","96.65299668",
"Row Houses","Incheon","2024.08 Month","96.51413104",
"Row Houses","Incheon","2024.09 Month","96.38845205",
"Row Houses","Incheon","2024.10 Month","96.17215861",
"Row Houses","Incheon","2024.11 Month","95.99916961",
"Row Houses","Incheon","2024.12 Month","95.75923622",
"Row Houses","Incheon","2025.01 Month","95.61988723",
"Row Houses","Incheon","2025.02 Month","95.42955192",
"Row Houses","Incheon","2025.03 Month","95.35548973",
"Row Houses","Busan","2020.12 Month","98.03541658",
"Row Houses","Busan","2021.01 Month","98.34873618",
"Row Houses","Busan","2021.02 Month","98.66530527",
"Row Houses","Busan","2021.03 Month","99.02177951",
"Row Houses","Busan","2021.04 Month","99.28126448",
"Row Houses","Busan","2021.05 Month","99.63650602",
"Row Houses","Busan","2021.06 Month","100",
"Row Houses","Busan","2021.07 Month","100.3169621",
"Row Houses","Busan","2021.08 Month","100.9048791",
"Row Houses","Busan","2021.09 Month","101.314251",
"Row Houses","Busan","2021.10 Month","101.8463521",
"Row Houses","Busan","2021.11 Month","102.244968",
"Row Houses","Busan","2021.12 Month","102.5442765",
"Row Houses","Busan","2022.01 Month","102.5193583",
"Row Houses","Busan","2022.02 Month","102.5608482",
"Row Houses","Busan","2022.03 Month","102.6369858",
"Row Houses","Busan","2022.04 Month","102.7503978",
"Row Houses","Busan","2022.05 Month","102.7580414",
"Row Houses","Busan","2022.06 Month","102.804824",
"Row Houses","Busan","2022.07 Month","102.7320088",
"Row Houses","Busan","2022.08 Month","102.6351282",
"Row Houses","Busan","2022.09 Month","102.39906",
"Row Houses","Busan","2022.10 Month","102.0108917",
"Row Houses","Busan","2022.11 Month","101.5706572",
"Row Houses","Busan","2022.12 Month","100.7624727",
"Row Houses","Busan","2023.01 Month","100.3419147",
"Row Houses","Busan","2023.02 Month","99.98255614",
"Row Houses","Busan","2023.03 Month","99.67411691",
"Row Houses","Busan","2023.04 Month","99.43299476",
"Row Houses","Busan","2023.05 Month","99.09112707",
"Row Houses","Busan","2023.06 Month","98.85443711",
"Row Houses","Busan","2023.07 Month","98.64334382",
"Row Houses","Busan","2023.08 Month","98.51775377",
"Row Houses","Busan","2023.09 Month","98.36906367",
"Row Houses","Busan","2023.10 Month","98.17791367",
"Row Houses","Busan","2023.11 Month","97.99348384",
"Row Houses","Busan","2023.12 Month","97.73752644",
"Row Houses","Busan","2024.01 Month","97.64901624",
"Row Houses","Busan","2024.02 Month","97.50259449",
"Row Houses","Busan","2024.03 Month","97.37183196",
"Row Houses","Busan","2024.04 Month","97.2625227",
"Row Houses","Busan","2024.05 Month","97.1351714",
"Row Houses","Busan","2024.06 Month","97.00265255",
"Row Houses","Busan","2024.07 Month","96.87286464",
"Row Houses","Busan","2024.08 Month","96.75795224",
"Row Houses","Busan","2024.09 Month","96.67547111",
"Row Houses","Busan","2024.10 Month","96.52859418",
"Row Houses","Busan","2024.11 Month","96.34195786",
"Row Houses","Busan","2024.12 Month","96.21831926",
"Row Houses","Busan","2025.01 Month","96.06274522",
"Row Houses","Busan","2025.02 Month","95.95488922",
"Row Houses","Busan","2025.03 Month","95.8941698",
"Row Houses","Jungbusan-kwon","2020.12 Month","97.63850984",
"Row Houses","Jungbusan-kwon","2021.01 Month","98.02183667",
"Row Houses","Jungbusan-kwon","2021.02 Month","98.41118683",
"Row Houses","Jungbusan-kwon","2021.03 Month","98.91462136",
"Row Houses","Jungbusan-kwon","2021.04 Month","99.1501301",
"Row Houses","Jungbusan-kwon","2021.05 Month","99.57210034",
"Row Houses","Jungbusan-kwon","2021.06 Month","100",
"Row Houses","Jungbusan-kwon","2021.07 Month","100.4798128",
"Row Houses","Jungbusan-kwon","2021.08 Month","101.1500418",
"Row Houses","Jungbusan-kwon","2021.09 Month","101.6998645",
"Row Houses","Jungbusan-kwon","2021.10 Month","102.0903783",
"Row Houses","Jungbusan-kwon","2021.11 Month","102.3973856",
"Row Houses","Jungbusan-kwon","2021.12 Month","102.7166764",
"Row Houses","Jungbusan-kwon","2022.01 Month","102.687477",
"Row Houses","Jungbusan-kwon","2022.02 Month","102.6943992",
"Row Houses","Jungbusan-kwon","2022.03 Month","102.7111679",
"Row Houses","Jungbusan-kwon","2022.04 Month","102.7955214",
"Row Houses","Jungbusan-kwon","2022.05 Month","102.7119963",
"Row Houses","Jungbusan-kwon","2022.06 Month","102.7587107",
"Row Houses","Jungbusan-kwon","2022.07 Month","102.7600605",
"Row Houses","Jungbusan-kwon","2022.08 Month","102.7386711",
"Row Houses","Jungbusan-kwon","2022.09 Month","102.4408254",
"Row Houses","Jungbusan-kwon","2022.10 Month","102.1518703",
"Row Houses","Jungbusan-kwon","2022.11 Month","101.8650602",
"Row Houses","Jungbusan-kwon","2022.12 Month","101.3695553",
"Row Houses","Jungbusan-kwon","2023.01 Month","101.0723039",
"Row Houses","Jungbusan-kwon","2023.02 Month","100.6999935",
"Row Houses","Jungbusan-kwon","2023.03 Month","100.383465",
"Row Houses","Jungbusan-kwon","2023.04 Month","100.232122",
"Row Houses","Jungbusan-kwon","2023.05 Month","99.937111",
"Row Houses","Jungbusan-kwon","2023.06 Month","99.74337815",
"Row Houses","Jungbusan-kwon","2023.07 Month","99.52160243",
"Row Houses","Jungbusan-kwon","2023.08 Month","99.44460586",
"Row Houses","Jungbusan-kwon","2023.09 Month","99.27311817",
"Row Houses","Jungbusan-kwon","2023.10 Month","99.03403162",
"Row Houses","Jungbusan-kwon","2023.11 Month","98.78107291",
"Row Houses","Jungbusan-kwon","2023.12 Month","98.39639165",
"Row Houses","Jungbusan-kwon","2024.01 Month","98.28425467",
"Row Houses","Jungbusan-kwon","2024.02 Month","98.11187845",
"Row Houses","Jungbusan-kwon","2024.03 Month","97.9708003",
"Row Houses","Jungbusan-kwon","2024.04 Month","97.86992423",
"Row Houses","Jungbusan-kwon","2024.05 Month","97.74464224",
"Row Houses","Jungbusan-kwon","2024.06 Month","97.59835794",
"Row Houses","Jungbusan-kwon","2024.07 Month","97.52072208",
"Row Houses","Jungbusan-kwon","2024.08 Month","97.45802005",
"Row Houses","Jungbusan-kwon","2024.09 Month","97.38897554",
"Row Houses","Jungbusan-kwon","2024.10 Month","97.21522954",
"Row Houses","Jungbusan-kwon","2024.11 Month","96.98707088",
"Row Houses","Jungbusan-kwon","2024.12 Month","96.88092093",
"Row Houses","Jungbusan-kwon","2025.01 Month","96.77534703",
"Row Houses","Jungbusan-kwon","2025.02 Month","96.6649526",
"Row Houses","Jungbusan-kwon","2025.03 Month","96.63326646",
"Row Houses","Dongbusan-kwon","2020.12 Month","98.00535261",
"Row Houses","Dongbusan-kwon","2021.01 Month","98.30142296",
"Row Houses","Dongbusan-kwon","2021.02 Month","98.58465608",
"Row Houses","Dongbusan-kwon","2021.03 Month","98.83878388",
"Row Houses","Dongbusan-kwon","2021.04 Month","99.21276986",
"Row Houses","Dongbusan-kwon","2021.05 Month","99.58521679",
"Row Houses","Dongbusan-kwon","2021.06 Month","100",
"Row Houses","Dongbusan-kwon","2021.07 Month","100.1266247",
"Row Houses","Dongbusan-kwon","2021.08 Month","100.6702478",
"Row Houses","Dongbusan-kwon","2021.09 Month","101.239267",
"Row Houses","Dongbusan-kwon","2021.10 Month","101.983568",
"Row Houses","Dongbusan-kwon","2021.11 Month","102.6098341",
"Row Houses","Dongbusan-kwon","2021.12 Month","102.9620727",
"Row Houses","Dongbusan-kwon","2022.01 Month","102.9157007",
"Row Houses","Dongbusan-kwon","2022.02 Month","102.9931261",
"Row Houses","Dongbusan-kwon","2022.03 Month","103.2093067",
"Row Houses","Dongbusan-kwon","2022.04 Month","103.4363615",
"Row Houses","Dongbusan-kwon","2022.05 Month","103.5565948",
"Row Houses","Dongbusan-kwon","2022.06 Month","103.5968565",
"Row Houses","Dongbusan-kwon","2022.07 Month","103.3597971",
"Row Houses","Dongbusan-kwon","2022.08 Month","103.0874684",
"Row Houses","Dongbusan-kwon","2022.09 Month","102.8474185",
"Row Houses","Dongbusan-kwon","2022.10 Month","102.113532",
"Row Houses","Dongbusan-kwon","2022.11 Month","101.4351027",
"Row Houses","Dongbusan-kwon","2022.12 Month","99.95493583",
"Row Houses","Dongbusan-kwon","2023.01 Month","99.31512284",
"Row Houses","Dongbusan-kwon","2023.02 Month","98.96051696",
"Row Houses","Dongbusan-kwon","2023.03 Month","98.56056288",
"Row Houses","Dongbusan-kwon","2023.04 Month","98.08753978",
"Row Houses","Dongbusan-kwon","2023.05 Month","97.51009949",
"Row Houses","Dongbusan-kwon","2023.06 Month","97.09012967",
"Row Houses","Dongbusan-kwon","2023.07 Month","96.80638577",
"Row Houses","Dongbusan-kwon","2023.08 Month","96.54546212",
"Row Houses","Dongbusan-kwon","2023.09 Month","96.37301455",
"Row Houses","Dongbusan-kwon","2023.10 Month","96.17735609",
"Row Houses","Dongbusan-kwon","2023.11 Month","96.02702763",
"Row Houses","Dongbusan-kwon","2023.12 Month","95.89111746",
"Row Houses","Dongbusan-kwon","2024.01 Month","95.84471575",
"Row Houses","Dongbusan-kwon","2024.02 Month","95.70197955",
"Row Houses","Dongbusan-kwon","2024.03 Month","95.54886179",
"Row Houses","Dongbusan-kwon","2024.04 Month","95.39306919",
"Row Houses","Dongbusan-kwon","2024.05 Month","95.2474991",
"Row Houses","Dongbusan-kwon","2024.06 Month","95.10748756",
"Row Houses","Dongbusan-kwon","2024.07 Month","94.86049487",
"Row Houses","Dongbusan-kwon","2024.08 Month","94.63696702",
"Row Houses","Dongbusan-kwon","2024.09 Month","94.52805971",
"Row Houses","Dongbusan-kwon","2024.10 Month","94.39870954",
"Row Houses","Dongbusan-kwon","2024.11 Month","94.2211933",
"Row Houses","Dongbusan-kwon","2024.12 Month","94.05451123",
"Row Houses","Dongbusan-kwon","2025.01 Month","93.81573426",
"Row Houses","Dongbusan-kwon","2025.02 Month","93.73228464",
"Row Houses","Dongbusan-kwon","2025.03 Month","93.66428188",
"Row Houses","Seobusan-kwon","2020.12 Month","99.18172251",
"Row Houses","Seobusan-kwon","2021.01 Month","99.32676629",
"Row Houses","Seobusan-kwon","2021.02 Month","99.49289574",
"Row Houses","Seobusan-kwon","2021.03 Month","99.60140406",
"Row Houses","Seobusan-kwon","2021.04 Month","99.748993",
"Row Houses","Seobusan-kwon","2021.05 Month","99.89325199",
"Row Houses","Seobusan-kwon","2021.06 Month","100",
"Row Houses","Seobusan-kwon","2021.07 Month","100.1611942",
"Row Houses","Seobusan-kwon","2021.08 Month","100.5917229",
"Row Houses","Seobusan-kwon","2021.09 Month","100.3765665",
"Row Houses","Seobusan-kwon","2021.10 Month","100.9717559",
"Row Houses","Seobusan-kwon","2021.11 Month","101.2755891",
"Row Houses","Seobusan-kwon","2021.12 Month","101.440999",
"Row Houses","Seobusan-kwon","2022.01 Month","101.4599637",
"Row Houses","Seobusan-kwon","2022.02 Month","101.5411683",
"Row Houses","Seobusan-kwon","2022.03 Month","101.5679085",
"Row Houses","Seobusan-kwon","2022.04 Month","101.5896401",
"Row Houses","Seobusan-kwon","2022.05 Month","101.6760677",
"Row Houses","Seobusan-kwon","2022.06 Month","101.7328039",
"Row Houses","Seobusan-kwon","2022.07 Month","101.7048926",
"Row Houses","Seobusan-kwon","2022.08 Month","101.6667327",
"Row Houses","Seobusan-kwon","2022.09 Month","101.6046845",
"Row Houses","Seobusan-kwon","2022.10 Month","101.4690177",
"Row Houses","Seobusan-kwon","2022.11 Month","100.9724634",
"Row Houses","Seobusan-kwon","2022.12 Month","100.3393798",
"Row Houses","Seobusan-kwon","2023.01 Month","99.91548926",
"Row Houses","Seobusan-kwon","2023.02 Month","99.58442162",
"Row Houses","Seobusan-kwon","2023.03 Month","99.43876242",
"Row Houses","Seobusan-kwon","2023.04 Month","99.30756927",
"Row Houses","Seobusan-kwon","2023.05 Month","99.20090716",
"Row Houses","Seobusan-kwon","2023.06 Month","99.13031439",
"Row Houses","Seobusan-kwon","2023.07 Month","99.06197333",
"Row Houses","Seobusan-kwon","2023.08 Month","99.01321501",
"Row Houses","Seobusan-kwon","2023.09 Month","98.96486365",
"Row Houses","Seobusan-kwon","2023.10 Month","98.9138054",
"Row Houses","Seobusan-kwon","2023.11 Month","98.86642636",
"Row Houses","Seobusan-kwon","2023.12 Month","98.7808239",
"Row Houses","Seobusan-kwon","2024.01 Month","98.69264608",
"Row Houses","Seobusan-kwon","2024.02 Month","98.61258207",
"Row Houses","Seobusan-kwon","2024.03 Month","98.5451477",
"Row Houses","Seobusan-kwon","2024.04 Month","98.4845265",
"Row Houses","Seobusan-kwon","2024.05 Month","98.3797089",
"Row Houses","Seobusan-kwon","2024.06 Month","98.29714249",
"Row Houses","Seobusan-kwon","2024.07 Month","98.2045231",
"Row Houses","Seobusan-kwon","2024.08 Month","98.11355078",
"Row Houses","Seobusan-kwon","2024.09 Month","98.03489882",
"Row Houses","Seobusan-kwon","2024.10 Month","97.93548547",
"Row Houses","Seobusan-kwon","2024.11 Month","97.85034858",
"Row Houses","Seobusan-kwon","2024.12 Month","97.74520611",
"Row Houses","Seobusan-kwon","2025.01 Month","97.5803544",
"Row Houses","Seobusan-kwon","2025.02 Month","97.4414081",
"Row Houses","Seobusan-kwon","2025.03 Month","97.31121137",
"Row Houses","Daegu","2020.12 Month","98.25880763",
"Row Houses","Daegu","2021.01 Month","98.51179179",
"Row Houses","Daegu","2021.02 Month","98.78049566",
"Row Houses","Daegu","2021.03 Month","99.17847904",
"Row Houses","Daegu","2021.04 Month","99.42090352",
"Row Houses","Daegu","2021.05 Month","99.73153835",
"Row Houses","Daegu","2021.06 Month","100",
"Row Houses","Daegu","2021.07 Month","100.1910429",
"Row Houses","Daegu","2021.08 Month","100.2579681",
"Row Houses","Daegu","2021.09 Month","100.3632176",
"Row Houses","Daegu","2021.10 Month","100.4863678",
"Row Houses","Daegu","2021.11 Month","100.5790373",
"Row Houses","Daegu","2021.12 Month","100.4437227",
"Row Houses","Daegu","2022.01 Month","100.3485854",
"Row Houses","Daegu","2022.02 Month","100.3124521",
"Row Houses","Daegu","2022.03 Month","100.3750317",
"Row Houses","Daegu","2022.04 Month","100.1897575",
"Row Houses","Daegu","2022.05 Month","99.93747343",
"Row Houses","Daegu","2022.06 Month","99.57202316",
"Row Houses","Daegu","2022.07 Month","99.49524106",
"Row Houses","Daegu","2022.08 Month","99.37676452",
